Title,More Info,Price,Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets,City,Neighborhood
3 Bedroom Serviced Maisonette,3 BEDROOM HOUSE FOR RENT,"4,500,000/year",1,1,0,3 beds,4 baths,4 Toilets,Lekki,Ikate
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",1,1,0,4 beds,5 baths,5 Toilets,Lekki,Chevron
Luxury 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"3,500,000/year",0,0,0,3 beds,3 baths,4 Toilets,Lekki,Ikate
4 Bedroom Semi Detached House,5 BEDROOM HOUSE FOR RENT,"6,000,000/year",0,0,0,5 beds,6 baths,6 Toilets,Lekki,Other Lekki
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"7,500,000/year",0,0,0,4 beds,5 baths,5 Toilets,Lekki,Other Lekki
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",1,1,0,4 beds,5 baths,5 Toilets,Lekki,Chevron
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,1,0,4 beds,5 baths,5 Toilets,Lekki,Ikota
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"6,000,000/year",0,1,0,4 beds,5 baths,5 Toilets,Lekki,Osapa London
4 Bedroom Semi Detached House,4 BEDROOM HOUSE FOR RENT,"7,000,000/year",1,1,0,4 beds,5 baths,5 Toilets,Lekki,Osapa London
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,"20,000,000/year",0,1,0,5 beds,6 baths,6 Toilets,Lekki,Osapa London
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,"7,000,000/year",0,0,0,5 beds,6 baths,6 Toilets,Lekki,Chevron
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"4,000,000/year",1,1,0,4 beds,5 baths,5 Toilets,Lekki,Chevron
4 Bedroom Terrace House,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",1,0,0,4 beds,5 baths,5 Toilets,Lekki,Osapa London
3 Bedroom Semi Detached Duplex,3 BEDROOM HOUSE FOR RENT,"4,500,000/year",1,1,0,3 beds,4 baths,4 Toilets,Lekki,Chevron
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",0,1,0,4 beds,5 baths,5 Toilets,Lekki,Chevron
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",1,1,0,4 beds,5 baths,5 Toilets,Lekki,Chevron
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"6,000,000/year",1,0,0,4 beds,5 baths,5 Toilets,Lekki,Chevron
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,"6,000,000/year",0,1,0,5 beds,6 baths,6 Toilets,Lekki,Chevron
5 Bedroom Terrace Duplex,5 BEDROOM HOUSE FOR RENT,"6,000,000/year",1,1,0,5 beds,6 baths,6 Toilets,Lekki,Other Lekki
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",1,0,0,4 beds,5 baths,5 Toilets,Lekki,Ikate
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,"7,000,000/year",0,1,0,5 beds,6 baths,6 Toilets,Lekki,Chevron
Lovely 4 Bedroom Flat,4 BEDROOM HOUSE FOR RENT,"9,000,000/year",0,0,0,4 beds,4 baths,0 Toilets,Lekki,Lekki Phase 1
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,"15,000,000/year",0,1,0,5 beds,6 baths,6 Toilets,Lekki,Ikate
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"7,000,000/year",1,1,0,4 beds,5 baths,5 Toilets,Lekki,Osapa London
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,200,000/year",1,0,0,2 beds,2 baths,3 Toilets,Lekki,Other Lekki
Fully Serviced 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"3,500,000/year",1,0,0,4 beds,4 baths,5 Toilets,Lekki,Osapa London
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR RENT,"7,500,000/year",1,1,0,4 beds,5 baths,5 Toilets,Lekki,Osapa London
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,1,0,4 beds,5 baths,5 Toilets,Lekki,Ikota
Furnished 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,0,0,2 beds,3 baths,3 Toilets,Lekki,Lekki Phase 1
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Other Lekki
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Ologolo
Well Finished 3 Bedroom Apartment With Bq,3 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000/year",1,0,0,3 beds,3 baths,4 Toilets,Lekki,Ikate
Luxury 0ne Bedroom Share Apartment In A 4 Bedroom Duplex Apartment With State Of The Art Finishing In Chewy View Chevron,1 BEDROOM FLAT / APARTMENT FOR RENT,"900,000",0,0,0,1 beds, baths, Toilets,Lekki,Chevron
Newly Built 2 Bedroom Terrace Duplex,2 BEDROOM HOUSE FOR RENT,"4,000,000",1,1,0,2 beds,2 baths,3 Toilets,Lekki,Ikate
4 Bedroom Semi Detached Duplex With Swimming Pool,4 BEDROOM HOUSE FOR RENT,"7,000,000",0,1,0,4 beds,4 baths,5 Toilets,Lekki,Lekki Phase 1
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR RENT,"2,200,000/year",0,0,0,3 beds,3 baths,3 Toilets,Lekki,Ikota
3bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"45,000,000",0,1,0,3 beds,3 baths,4 Toilets,Lekki,Agungi
A Tastefully Beautiful 4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Ikate
Beautiful Mini Flat Sunday,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,800,000",0,0,0,1 beds,1 baths,2 Toilets,Lekki,Chevron
2 Bedroom Flat In Ologolo With Swimming Pool,2 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000",1,1,0,2 beds,2 baths,3 Toilets,Lekki,Ologolo
Beautiful Mini Flat Austin,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000",0,0,0,1 beds,1 baths,2 Toilets,Lekki,Other Lekki
A Room Selfcontain In Igbo Efon,FLAT / APARTMENT FOR RENT,"600,000",0,0,0, beds, baths, Toilets,Lekki,Other Lekki
A 3 Bedroom Semi Detached Duplex,3 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,0,0,3 beds,3 baths,4 Toilets,Lekki,Lekki Phase 1
Beautiful 2 Bedroom Flat Austin,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,800,000",0,0,0,2 beds,2 baths,3 Toilets,Lekki,Other Lekki
Brand New 2bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,700,000/year",0,1,0,2 beds,2 baths,3 Toilets,Lekki,Ologolo
Fully Serviced 3bedroom Bungalow,3 BEDROOM HOUSE FOR RENT,"2,000,000",1,0,0,3 beds,3 baths,4 Toilets,Lekki,Other Lekki
Newly Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000",0,1,0,4 beds,4 baths,5 Toilets,Lekki,Ikota
A Spacious Room Selfcontained Apartment In A Serene Neighbourhood,HOUSE FOR RENT,"800,000/year",0,0,0, beds,1 baths,1 Toilets,Lekki,Ologolo
Luxury 2 Bedroom All Rooms En Suite Bungalow,2 BEDROOM HOUSE FOR RENT,"2,500,000",0,0,0,2 beds,2 baths,3 Toilets,Lekki,Lekki Phase 1
Spacious 3 Bedroom Terrace Duplex With Bq,3 BEDROOM HOUSE FOR RENT,"3,500,000",0,0,0,3 beds,3 baths,4 Toilets,Lekki,Chevron
2 Bedroom Apartment For Rent,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000",0,0,0,2 beds, baths, Toilets,Lekki,Agungi
A Well Maintained 3bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000/year",1,0,0,3 beds,3 baths,4 Toilets,Lekki,Chevron
"Well Maintained Spacious 3 Bedroom Apartment With Bq, Swimming Pool And Gym Available For Rent In A Gated Estate In Lekki Phase 1.",3 BEDROOM FLAT / APARTMENT FOR RENT,"6,000,000/year",1,1,0,3 beds,3 baths,4 Toilets,Lekki,Lekki Phase 1
Tastefully 3bedroom Duplex,3 BEDROOM HOUSE FOR RENT,"5,500,000/year",1,1,0,3 beds,3 baths,4 Toilets,Lekki,Lekki Phase 1
Luxury 1 Bedroom En Suite Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Lekki Phase 1
Contemporary 5 Bedroom Semi Detached Duplex In A Secured Estate,5 BEDROOM HOUSE FOR RENT,"20,000,000",0,0,0,5 beds,6 baths,6 Toilets,Lekki,Osapa London
Brand New Serviced Spacious 3 Bedroom Maisonette With Bq For Rent In A Gated Estate In Lekki Phase 1.,3 BEDROOM HOUSE FOR RENT,"5,000,000/year",1,1,0,3 beds,3 baths,4 Toilets,Lekki,Lekki Phase 1
Luxury 3 Bedroom All Rooms En Suite Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000",0,0,0,3 beds,3 baths,4 Toilets,Lekki,Lekki Phase 1
Spacious Mini Flat,FLAT / APARTMENT FOR RENT,"350,000",0,0,0, beds, baths, Toilets,Lekki,Other Lekki
Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,"750,000",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Other Lekki
Luxury 4 Bedroom All Rooms En Suite Detached Duplex Plus A Room Bq,4 BEDROOM HOUSE FOR RENT,"10,000,000",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Lekki Phase 1
Luxury 3 Bedroom Flat At With Bq Ikate,3 BEDROOM HOUSE FOR RENT,"6,000,000",1,1,0,3 beds,3 baths,4 Toilets,Lekki,Ikate
Lovely 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,600,000/year",0,0,0,3 beds,3 baths,4 Toilets,Lekki,Osapa London
"Brand New Serviced Spacious Studio Apartment With An Open Plan Kitchen For Rent In Chevron, Lekki.",1 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",1,1,0,1 beds,1 baths,1 Toilets,Lekki,Chevron
"Brand New Serviced 1 Bedroom (mini Flat) With An Open Plan Kitchen For Rent In Chevron, Lekki.",1 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",1,1,0,1 beds,1 baths,1 Toilets,Lekki,Chevron
Brand New 2 Bedroom Penthouse,2 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000/year",1,1,1,2 beds,2 baths,3 Toilets,Lekki,Ikate
Fully 4 Bedroom Detached,4 BEDROOM HOUSE FOR RENT,"8,000,000/year",1,1,1,4 beds,4 baths,4 Toilets,Lekki,Ikate
6 Bedroom Detached Duplex,6 BEDROOM HOUSE FOR RENT,"8,000,000/year",0,0,1,6 beds,0 baths,0 Toilets,Lekki,Osapa London
3 Bedroom Semi Detached House,3 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,0,0,3 beds,0 baths,0 Toilets,Lekki,Other Lekki
Detached House 4 Bedroom,4 BEDROOM HOUSE FOR RENT,"130,000,000/year",0,0,0,4 beds,0 baths,0 Toilets,Lekki,Chevron
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000/year",0,0,0,2 beds,0 baths,0 Toilets,Lekki,Ikate
4 Bedroom Terrace House,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",1,1,1,4 beds,0 baths,0 Toilets,Lekki,Osapa London
3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR RENT,"3,500,000/year",0,0,0,3 beds,3 baths,4 Toilets,Lekki,Chevron
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"4,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Chevron
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"4,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Other Lekki
Tastefully 4bedroom Duplex + Bq,4 BEDROOM HOUSE FOR RENT,"3,800,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Chevron
Furnished 2bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"4,500,000",0,0,0,2 beds,2 baths,3 Toilets,Lekki,Lekki Phase 1
Tastefully 4bedroom Duplex + Bq,4 BEDROOM HOUSE FOR RENT,"7,000,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Lekki Phase 1
5 Bedroom Duplex,5 BEDROOM HOUSE FOR RENT,"10,000,000/year",0,0,0,5 beds,6 baths,7 Toilets,Lekki,Lekki Phase 1
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",1,0,0,1 beds,2 baths,2 Toilets,Lekki,Lekki Phase 1
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,1,3 beds,4 baths,4 Toilets,Lekki,Agungi
Fully Serviced 4 Bedroom Semi Detached Duplex With Private Garden,4 BEDROOM HOUSE FOR RENT,"10,000,000/year",1,0,0,4 beds,4 baths,5 Toilets,Lekki,Lekki Phase 1
Well Maintained 3 Bedroom All Ensuite Apartment In An Estate,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",1,0,0,3 beds,3 baths,4 Toilets,Lekki,Ikota
Fully Serviced 3 Bedroom With Bq In An Estate,3 BEDROOM FLAT / APARTMENT FOR RENT,"3,000,000/year",1,1,0,3 beds,3 baths,4 Toilets,Lekki,Ikota
Shared Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,300,000/year",1,0,0,1 beds,1 baths,1 Toilets,Lekki,Lekki Phase 1
4bedroom Shared Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",1,0,0,1 beds,1 baths,1 Toilets,Lekki,Lekki Phase 1
Luxury 2 Bedroom All Ensuite Apartment In A Call In Estate,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",1,1,0,2 beds,2 baths,3 Toilets,Lekki,Ikota
A Well Maintained Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"900,000/year",0,0,0,1 beds,1 baths,2 Toilets,Lekki,Other Lekki
"Brand New Fully Serviced 3 Bedroom Terrace Duplex For Rent With Swimming Pool And Gym In A Secured Estate In Ikate, Lekki.",3 BEDROOM HOUSE FOR RENT,"5,000,000/year",1,1,0,3 beds,3 baths,4 Toilets,Lekki,Ikate
"Spacious 3 Bedroom Apartment With Bq And Fully Installed Air Conditioner For Rent In A Flood Free Estate In Agungi, Lekki.",3 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000/year",0,1,0,3 beds,3 baths,4 Toilets,Lekki,Agungi
Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,"350,000/month",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Other Lekki
Spacious Serviced And Furnished 1 Bedroom Flat(ground Floor Unit),1 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",1,0,1,1 beds,1 baths,2 Toilets,Lekki,Lekki Phase 1
2bedroom Flat,2 BEDROOM HOUSE FOR RENT,"2,700,000,000/year",0,0,0,2 beds,2 baths,3 Toilets,Lekki,Agungi
Room And Parlour Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000,000/year",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Chevron
Spacious 4 Bedroom Terraced Duplex With A Room Bq,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",1,0,0,4 beds,4 baths,5 Toilets,Lekki,Ikate
Newly Built 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"5,500,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Ikate
5 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR RENT,"7,500,000/year",1,1,0,5 beds,5 baths,6 Toilets,Lekki,Chevron
Newly Built 3 Bedroom Maisonettes,3 BEDROOM HOUSE FOR RENT,"5,500,000/year",1,1,0,3 beds,3 baths,4 Toilets,Lekki,Lekki Phase 1
"Decent Service 3 Bedroom Flat With Bq , All Room Ensuite",3 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000",1,0,0,3 beds,3 baths,4 Toilets,Lekki,Other Lekki
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,"7,500,000/year",0,1,0,5 beds,5 baths,6 Toilets,Lekki,Chevron
2 Bedroom Terrace Duplex,2 BEDROOM HOUSE FOR RENT,"4,000,000/year",0,0,0,2 beds,2 baths,3 Toilets,Lekki,Ikate
2bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000/year",1,1,1,2 beds,2 baths,3 Toilets,Lekki,Ologolo
Luxury 5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR RENT,"6,500,000",1,1,0,5 beds,5 baths,6 Toilets,Lekki,Chevron
Tastefully Finished 5 Bedroom Detached Duplex In Lekki,5 BEDROOM HOUSE FOR RENT,"12,000,000/year",0,0,1,5 beds,5 baths,6 Toilets,Lekki,Osapa London
Tastefully Furnished 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"10,000,000/year",0,0,0,3 beds,3 baths,4 Toilets,Lekki,Lekki Phase 1
4bedroom Fully Detached Duplex With A Room Bq,4 BEDROOM HOUSE FOR RENT,"12,000,000/year",0,0,0,4 beds,5 baths,5 Toilets,Lekki,Lekki Phase 1
Nicely Built 4 Bedroom Detached Duplex;,4 BEDROOM HOUSE FOR RENT,"5,500,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Other Lekki
Mini Flat Apartment @ Lekki Phase 1,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,600,000",1,0,0,1 beds,1 baths,1 Toilets,Lekki,Lekki Phase 1
Beautiful 3bedroom Flat Orchid Road Aus,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,800,000",0,0,0,3 beds,3 baths,4 Toilets,Lekki,Ikota
Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,300,000",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Other Lekki
Serviced & Luxurious 3bedroom Penthouse Apartment With Seat Out,3 BEDROOM FLAT / APARTMENT FOR RENT,"7,000,000/year",0,0,0,3 beds,3 baths,3 Toilets,Lekki,Other Lekki
"* For Rent*: 3 Bedreom Terrace All Rooms En Suite Fully Furnished. Personal Compound Store 3.5kva Inverter ( Batteries Bad ) Generator 20kva Parks 3 Cars Inside Secure Serene Estate In Megamound, County Homes Estate, Lekki *rent Duration*",3 BEDROOM HOUSE FOR RENT,"3,000,000/month",1,0,1,3 beds,3 baths,4 Toilets,Lekki,Ikota
Brand New 3 Bedroom Apartment Aus,FLAT / APARTMENT FOR RENT,"4,250,000",1,0,1, beds, baths, Toilets,Lekki,Chevron
Room And Parlor Miniflat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,700,000/year",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Chevron
Astonished 4 Bedroom Terrace With A Room Bq,4 BEDROOM HOUSE FOR RENT,"3,500,000/year",0,1,0,4 beds,5 baths,6 Toilets,Lekki,Other Lekki
3bedroom Terrace Duplex,3 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,1,0,3 beds,3 baths,4 Toilets,Lekki,Ikate
Newly Built 2bedroom Apartment With Excellent Facilities,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,800,000",0,0,0,2 beds,2 baths,2 Toilets,Lekki,Ikota
Two(2) Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"4,500,000/year",0,0,0,2 beds,2 baths,2 Toilets,Lekki,Other Lekki
Newly Renovated & Self Serviced 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000/year",0,0,0,2 beds,2 baths,2 Toilets,Lekki,Other Lekki
"To Let Fully Serviced And Tastefully Finished 3 Bedroom Flat With Tennis/basketball Court, 24hrs Security, 24hrs Electricity At Horizon 2 Extension Ikate Lekki. N4.5m Per Annum.",3 BEDROOM FLAT / APARTMENT FOR RENT,"4,500,000",1,0,0,3 beds,3 baths,4 Toilets,Lekki,Ikate
Renovated 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",1,0,0,2 beds,2 baths,3 Toilets,Lekki,Ikate
"???? ** Very Spacious 3bedrooms Flat 3toilets, 2 Bathrooms, Kitchen Store, Etc For Rent At Ikota Villa Estate Lekki,",3 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000",1,1,0,3 beds,2 baths,3 Toilets,Lekki,Ikota
Furnished 4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"9,000,000/year",1,0,0,4 beds,4 baths,5 Toilets,Lekki,Other Lekki
Newly Refurbished 3 Bedroom Terrace Duplex With Bq In A Serene Estate Bu New Road,3 BEDROOM HOUSE FOR RENT,"2,500,000/year",1,1,0,3 beds,3 baths,4 Toilets,Lekki,Ologolo
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,"7,000,000/year",0,1,0,4 beds,4 baths,5 Toilets,Lekki,Other Lekki
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,"6,500,000/year",0,1,0,5 beds,5 baths,5 Toilets,Lekki,Other Lekki
Beautiful 1 Bedroom Flat With Large Sitting Room,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,600,000/year",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Agungi
4 Bedroom Semi Detached House,4 BEDROOM HOUSE FOR RENT,"6,000,000/year",1,0,0,4 beds,4 baths,5 Toilets,Lekki,Lekki Phase 1
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"3,000,000/year",0,0,0,2 beds,2 baths,3 Toilets,Lekki,Ikate
"Serviced Studio Apartment With An Open Plan Kitchen For Rent In Ikate, Lekki.",1 BEDROOM FLAT / APARTMENT FOR RENT,"1,600,000/year",1,0,0,1 beds,1 baths,1 Toilets,Lekki,Ikate
"Serviced Self Contained With A Kitchen Downstairs (not Sharing With Anyone) For Rent In Ikate, Lekki.",1 BEDROOM FLAT / APARTMENT FOR RENT,"1,400,000/year",1,0,0,1 beds,1 baths,1 Toilets,Lekki,Ikate
"Fully Serviced Studio Apartment For Rent With An Open Plan Kitchen, Balcony, 24hrs Light, Swimming Pool, Gym, Children Play Ground And Parking Space In A Serviced And Secured Estate In Ikota, Lekki.",1 BEDROOM FLAT / APARTMENT FOR RENT,"1,400,000/year",1,1,0,1 beds,1 baths,1 Toilets,Lekki,Ikota
Serviced Spacious Self Contained With A Shared Kitchen For Rent In Ikate (right).,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,200,000/year",1,0,0,1 beds,1 baths,1 Toilets,Lekki,Ikate
"Spacious 1 Bedroom (mini Flat) Apartment With 2 Toilets And A Balcony For Rent In A Secured Estate With 24hrs Light In Chevron, Lekki.",1 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",1,0,0,1 beds,1 baths,2 Toilets,Lekki,Chevron
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"3,000,000/year",0,0,0,3 beds,0 baths,0 Toilets,Lekki,Osapa London
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",1,1,1,1 beds,1 baths,2 Toilets,Lekki,Ikota
Shared Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"900,000/year",1,1,1,1 beds,1 baths,1 Toilets,Lekki,Ikota
Shared Apartment,1 BEDROOM HOUSE FOR RENT,"1,000,000/year",1,1,0,1 beds,1 baths,1 Toilets,Lekki,Ikota
1 Bedroom Flat,1 BEDROOM HOUSE FOR RENT,"350,000/year",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Ikota
Shared Apartment,1 BEDROOM HOUSE FOR RENT,"1,300,000/year",1,1,0,1 beds,1 baths,1 Toilets,Lekki,Ikate
Boys Quarter,1 BEDROOM HOUSE FOR RENT,"700,000/year",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Ikate
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,300,000/year",0,1,0,2 beds,2 baths,3 Toilets,Lekki,Ikota
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"3,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Ikota
Studio Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,600,000/year",1,1,1,1 beds,1 baths,1 Toilets,Lekki,Lekki Phase 1
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,2 beds,2 baths,3 Toilets,Lekki,Chevron
Shared Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",1,1,1,1 beds,1 baths,1 Toilets,Lekki,Ikota
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,800,000/year",1,1,1,1 beds,1 baths,2 Toilets,Lekki,Ikota
Shared Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",1,1,1,1 beds,1 baths,1 Toilets,Lekki,Ikota
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"9,000,000/year",1,1,1,4 beds,4 baths,5 Toilets,Lekki,Lekki Phase 1
"Brand New Serviced Self Contained With A Shared Kitchen For Rent In Chevron, Lekki.",1 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",1,1,0,1 beds,1 baths,1 Toilets,Lekki,Chevron
Spacious Room Self Contain With Open Plan Kitchen,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,400,000/year",1,0,0,1 beds,1 baths,1 Toilets,Lekki,Ikate
Massive 5bedroom Duplex Furnished,5 BEDROOM HOUSE FOR RENT,"10,000,000/year",1,1,1,5 beds,5 baths,6 Toilets,Lekki,Ikate
Tastefully 3bedroom Flat + Bq Serviced,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,800,000/year",0,1,0,3 beds,3 baths,4 Toilets,Lekki,Chevron
Tastefully 2bedroom Flat New House,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,700,000/year",0,1,0,2 beds,2 baths,3 Toilets,Lekki,Osapa London
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"4,000,000/year",0,0,0,4 beds,0 baths,0 Toilets,Lekki,Ikate
Beautiful 4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",0,0,0,4 beds,0 baths,0 Toilets,Lekki,Chevron
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,0,0,5 beds,0 baths,0 Toilets,Lekki,Chevron
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"3,300,000/year",0,0,0,4 beds,5 baths,5 Toilets,Lekki,Ikota
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR RENT,"30,000,000/year",0,1,0,5 beds,5 baths,6 Toilets,Lekki,Lekki Phase 1
